laʔ
kəylaa
kom
koŋtəɨnoa
kompyuutoa
koʔmaarəy
kommɑŋ
koy
koʔsɑl
koʔhɑk
komʔaal
komʔaoy
komʔaoytae
koukaa
koukaakoulaa
kout
koun
kounkɑnsaeŋ
kounkmeeŋ
kounday
kounproh
kounmoan
kounsəh
kounsəhlook
kounsry
koupii
kou
koupʊəh
kuəc
kaət
kaətlaəŋ
kaən
kaəp
kaəy
kɨəŋ
kiək
kiənsvaay
kiəp
keh
keeh
kae
kaeŋ
kaeŋday
kaep
kaev
kaoŋ
kao
kaoh
kavcʰaay
kavsuu
kavʔəy
kdap
kdaa
kdaoŋ
kdaop
kdav
kdavkluən
kdəy
knoŋ
kbɑŋ
kbac
kbaal
kbaalcʊəŋkʊəŋ
kbaalroubiinee
kbaalroubiineetɨk
kboukbac
kbuən
kbiəh
kbae
kmuəy
kmeeŋ
kmeeŋproh
kmeeŋsry
krɑɑ
krɑcɑɑk
krɑcɑɑkday
krɑɲəv
krɑdaah
krɑdaahkeeh
krɑdaahprak
krɑdaahlaŋ
krɑnat
krɑɑp
krɑbəy
krɑpeah
krɑmav
krɑyavday
krɑsuəŋ
krɑhɑɑm
krɑlok
krɑleek
krɑləckrɑloc
krɑʔoup
kraap
kraal
kraah
krah
krət
krəm
krom
kromkruəsaa
kromhun
krouc
krouckvɨc
krouccmaa
krouctloŋ
kroucpoosat
kroucsac
kriəm
kriəmkrɑm
kraeŋ
kraeŋloo
kraok
kraom
kraoy
kraoypeel
kraoymɔɔk
krav
kravpii
klaay
klaasee
klən
kləp
kliək
klaeŋklaay
klaep
kʔɑɑm
kʔuət
kʔɨək
kʔaek
kʔael
kʰɑɑ
kʰɑɑ
kʰɑm
kʰɑɑk
kʰahkɑɑ
kʰɑɑkcət
kʰɑɑkoo
kʰan
kʰɑmprəŋ
kʰɑɑl
kʰam
kʰaaŋ
kʰaaŋkaət
kʰaaŋknoŋ
kʰaaŋkraom
kʰaaŋkraoy
kʰaaŋkrav
kʰaaŋcoŋ
kʰaaŋcəəŋ
kʰaaŋdaəm
kʰaaŋnaa
kʰaaŋmuk
kʰaaŋlɨc
kʰaaŋl
kʰaat
kʰaan
kʰap
kʰaaraaʔoukʰee
kʰətkʰɑm
kʰəŋ
kʰoh
kʰohkʰohknie
kʰohknie
kʰohcbap
kʰohckɔɔŋ
kʰohtrəv
kʰohtumnɔɔŋ
kʰohviʔney
kʰouc
kʰouckʰaat
kʰouckluən
kʰuəpkɑmnaət
kʰuəkbaal
kʰaəc
kʰiəv
kʰaet
kʰae
kʰao
kʰaoknoŋ
kʰaotrɔnoap
kʰaubɔɔy
kʰaoʔaav
kcɑp
kcaay
kcəy
kceak
kcoap
kcɨl
kɲom
kteah
ktʊəŋ
ktup
ktiet
ktɨm
ktɨmbaaraŋ
ktɨc
knɑɑŋ
knaəy
knaəykaəy
kpʊəŋkpʊəh
kpʊəh
kmaahkee
kmae
kmaoc
kmav
kcɑlkɔɔ
klah
klaŋ
klaac
klaɲ
kləy
kluən
kluənpraan
kluənʔaeŋ
klaeŋ
klaoŋ
klaoc
kvah
kvɑl
kvət
kveh
ksac
ksae
ksaekrɑvat
ksaepuə
ksaoy
kɔɔ
kɔkrɨc
kʊəŋtae
keaʔnaʔnie
keaʔnet
kʊət
kumnɨt
kumnuu
kup
koapbəy
kumrɔɔp
kumrooŋ
kumliet
kɔɔ
kʊəl
keaŋ
koat
koah
kɨt
kɨtluy
kiʔlienuʔpattʰaayiʔkaa
kiimii
kiiriirom
kiilou
kɨɨ
kuk
kun
kunaʔpʰiep
kum
kuytiev
kuu
kuut
kuuh
kuusɑnteaʔnie
kuə
kuətae
kuəsɑɑm
kuəʔaoy
kee
keeŋ
keeŋlʊək
kɨc
koo
kook
koorup
kooldav
koolbɑmnɑɑŋ
knie
knieyəəŋ
kmien
krɔɔŋ
krɔɔp
krup
krupkɑnlaeŋ
krupkroan
kruptiikɑnlaeŋ
krupsɑp
krɔlɔɔŋ
krɔluk
kroam
kroamkrie
kroantae
kroanbaə
kroap
kroapcoc
kriempʰiesaa
kriintʰii
kruncaɲ
kruu
kruuk
kruubɑŋriən
kruupɛɛt
kruəsaa
krɨəŋ
krɨəŋkrɨv
krɨəŋɲiən
krɨəŋteeh
krɨəŋpsɑm
krɨəŋsrɑvŋ
krɛɛ
krʊəktnak
krʊəktnakcɑraacɑɑ
krʊəkʔaakrɑk
kliinək
kʰoat
kʰəəɲ
kyuut
klie
klien
kliiŋklooŋ
klup
klooŋ
ŋɔŋɨt
ŋɔŋuy
ŋiek
ŋoap
ŋiey
ŋieysrul
ŋuykeeŋ
ŋuydeek
ŋuut
ŋuuttɨk
ŋəəp
ŋəəy
ŋəəyməəl
ŋay
ŋaykraoy
ŋaysok
ŋaysav
ŋaynɨŋ
ŋayʔaatɨt
cɑɑ
cɑm
cɑmkɑndaal
cɑmkaa
cɑɑŋ
cɑŋ
cɑɑŋksae
cɑɑŋcam
cɑɑŋbou
cɑŋkaa
cɑŋkak
cɑŋkəh
cɑŋkout
cɑŋkoum
cɑŋkiəŋ
cɑŋkeh
cɑŋkraan
cɑŋray
cɑŋrayyoo
cɑŋvak
cɑŋhan
cɑŋʔol
cɑŋʔolday
cɑŋʔaə
cɑŋʔiət
cɑmnɑŋ
cɑmnɑŋcɑmnoulcət
cɑmnɑɑŋcəəŋ
cɑmnɑɑŋday
cɑmnɑɑt
cɑmnaɲ
cɑmnaan
cɑmnaan
cɑmnaay
cɑmnah
cɑmnət
cɑmnəy
cɑmnəycɑmnok
cɑmnəyʔaahaa
cɑmnəɲ
cɑmnaek
cɑmnaekʔae
cɑmnaot
cɑɑt
cɑt
caʔtommuk
cɑmnuən
cankeaʔteʔ
cɑntʊəl
cɑnlɑh
cɑp
cɑmbaəŋ
cɑmpiimuk
cɑmpuh
cɑmpʊəh
cɑmŋɑl
cɑmŋaay
cɑmriəŋ
cɑmlɑɑŋ
cɑmlak
cɑmlaəy
cɑmlaek
cɑmʔən
cɑɑranay
caʔrɑn
cɑraacɑɑ
caʔreʔyaa
cɑmraən
cɑmhɑɑ
cɑmhiəŋ
cɑmʔɑn
cam
cak
cakkrɑleek
caakcəɲ
caksao
caksaorɔɔk
caakvay
caŋ
caŋtŋay
caɲ
cattuk
caan
can
caankoom
caandaek
cap
capkan
capcət
caapciən
capciet
cappdaəm
cappii
caphuəy
capʔaarɑm
cambac
caay
caah
cah
caah
caahuəy
cəɲcəm
cəɲcaəm
cəɲcaəmpləv
cət
cət
cətlʔɑɑ
cən
ciipɔɔ
ciivɔɔ
cəŋ
coh
coh
coh
cok
cokpʊəh
coŋ
coŋkraoy
coŋpʰɨv
coŋsappdaa
coc
cohcmʊəh
cohbaə
com
cohlaəŋ
couk
coul
coulkeeŋ
coulknie
coulcət
coulcnam
coulcnamkmae
coulruəm
coulluyknie
coulhun
ciən
ciəh
ciəhpləv
ciəhvieŋ
ceh
ceek
cəɲ
cəɲcoul
cəɲcʰiem
cəɲdɑmnaə
caetdəy
cehtae
caet
caek
caekcəɲcie
caektʰaan
caekrumlɛɛk
caeŋ
caeŋcaŋ
caev
caevtuuk
caeh
caydɑn
cɑh
cao
caokam
caocʰɑk
caol
caolcʰuuŋ
cav
cavsry
cbap
cbaam
cbah
cbahloah
crɑɑk
crɑɑkkiev
crɑt
crɑtcɑŋkeh
crɑbɑl
crɑbac
crɑboukcrɑbal
crɑmoh
crɑvaa
crɑvak
crɑlɑm
crɑloukcrɑlɑm
craŋ
craah
craahdohtmɨɲ
crout
croutsrv
craən
craəntae
crieŋ
cʰat
cʰaa
cʰaat
cʰan
cʰaap
cʰap
cʰaprɔhah
cʰoŋ
cʰout
cʰuəl
cʰaət
cʰeh
cʰaek
cʰaekməəl
cʰav
ckəh
ckuət
ckae
cŋɑl
cŋaɲ
cŋaay
cnam
cnaŋ
cnaŋkteah
cnaŋsaak
cnoot
cnaəm
cpʊəh
cmaa
cmoul
clɑɑŋ
clɑɑŋkat
clak
claat
clah
cloh
claəy
cliət
cveeŋ
cʔən
cʔəŋ
cʔaet
ceah
cʊək
cʊəkcət
cumŋɨɨ
cumŋɨɨkruncaɲ
cumŋɨɨkruncʰiem
cʊəŋkʊəŋ
cɔcɛɛk
cʊəɲceaŋ
cʊəɲcɨŋ
cʊəɲcuun
cʊəndaə
cʊəndaəyʊən
cʊən
cʊən
cɔɔnciet
cɔɔnbɑɑrəteeh
cɔɔnrɔɔŋkrʊək
cumnieɲ
cumnoan
cumnuəy
cumnuəykaa
cumnuəh
cumnɨə
cupliŋ
ceaʔpon
cumreah
cumrieplie
cumriepsu
cumrəəh
coa
coakavsuu
coapnɨv
cumrumcət
cumhien
cie
ceakcie
ceaksdaeŋ
ciekaasrac
cieŋ
cieŋkee
ciecraən
ciecieŋ
ciedackʰaat
ciedaəm
cietaa
ciet
ciet
cietiibɑmpʰot
cietuutəv
cietʰoammeaʔtaa
coan
cienɨc
coap
coapknie
coapnɨŋ
coapleek
cieprɑcam
ciepiʔseeh
ciemɨnkʰaan
ciemun
ciemunsən
ciemuəy
ciemuəyknie
ciemuəynɨŋ
cieykroŋ
cieyeaʔtʰaahaet
ciesahsbay
ciesrac
cih
cɨt
cɨtkʰaaŋ
cɨtdɑl
cɨtsnt
ciidoun
ciidounciitaa
ciitaa
cii
ciiveaʔciet
ciivɨt
ciivii
cumknie
cumvɨɲ
cuut
cuun
cuunpɔɔ
cuu
cuuʔaem
cuən
cuəncie
cuəp
cuəpknie
cuəpcum
cuəy
cuəysɑŋkrʊəh
cuə
cuəl
cuəhcul
cəəŋ
cəəŋpien
cəəŋmaa
cɨə
cɛɛl
cook
cookcey
coo
creah
crɔɔk
crɔɔkmlup
crʊəɲ
crɔlʊək
criep
criepcoul
crielcrɨv
cruh
cruŋ
crul
cruuk
cruəhknie
crəəhrəəh
crɛɛ
crɛɛŋhaopav
crɨv
cʰup
cʰɔɔ
cʰieŋcoulleeŋ
cʰien
cʰiem
cʰɨɨ
cʰɨɨkbaal
cʰɨɨcap
cʰɨɨpʊəh
cʰut
cʰuuŋ
cʰuuh
cʰəə
cʰəəkuuh
cʰəəcrɑt
cŋuy
cŋiəm
cneah
cnuəl
cmʊəh
cmool
cmʊəhhavkrav
ɲɔɲɨm
ɲɔɲuə
ɲam
ɲamkaa
ɲoap
ɲoah
ɲii
ɲɨk
ɲɨkɲoap
ɲəəh
ɲɨɲtmɨɲ
dɑɑ
dɑm
dɑɑk
dɑk
dɑɑkprak
dɑɑŋ
dɑɑŋ
dɑɑŋtʊənlee
dɑŋkəv
dɑŋkəvtɨk
dɑŋhaəm
dɑdael
dɑmnam
dɑmnaə
dɑmnaəkaa
dɑmneek
dɑmnɑhsraay
dɑndɑp
dɑndaəm
dɑteytiət
dɑɑp
dɑp
dɑppram
dɑmbouŋ
dɑmboul
dɑmbav
dɑɑriepnaa
dɑmrəy
dɑl
dɑlpeelpaccopbɑn
dɑlhay
dɑmlouŋbaaraŋ
dɑmlaəŋ
dam
dak
dakknie
daktaŋ
dakbɑndaasaa
dakbaat
dakpiek
dac
daanaet
dambaay
daarɨn
daalɨn
dah
dət
dəy
dəylbap
dəyʔt
dək
dəkcʊəɲcuun
dəkday
dəktumnɨɲ
dəŋ
dəŋkluən
dəŋkun
dəŋcət
dəɨmɑŋ
dom
doh
domdaek
dotcʰeh
dollaa
doh
dohtmɨɲ
douc
doucknie
doucknienɨŋ
douccɑŋ
douccie
doucmun
doucmdəc
doucneh
dountaa
dou
duəl
duəh
daəm
daəmcʰəə
daəmday
daəmtɔɔŋ
daəmsrəv
daəmbəy
daə
daəleeŋ
deek
dəɲ
dəɲdaol
dee
daek
daekkool
dae
dael
day
daykləy
daykuu
daykuusɑnteaʔnie
daynieŋ
dayʔaav
dɑh
daot
daonlout
daoy
daoycaydɑn
daoysaa
daoysaatae
daoyseery
daoylaek
dɑhsaa
dɑhsao
dɑhsraay
tʰaan
tʰaanaʔ
tʰaanaanuʔkrɑm
diiciitʰɑɑl
dup
duuy
naa
naa
naa
nat
naamuəy
naarii
namvaa
nah
nou
neh
naen
naenoam
nɑh
tɑɑ
tɑɑ
tɑkslot
tɑŋ
tɑmnaaŋ
tɑɑtlay
tɑmbɑn
tɑmkɑl
tɑmbaa
tɑmrɑŋ
tɑmrap
tɑmrəv
tɑmrəvkaa
tɑmrəvʔaoy
tɑmriəp
tɑmlay
tɑh
tɑɑsuu
taa
taksii
taŋ
taŋpii
taam
taamdaan
taampɨt
taamreaʔyeaʔ
taaraa
taaraaŋ
taah
taahʔəy
təc
təctuəc
təctiət
təcməəl
təŋ
tok
tokkaʔtaa
tomyam
toup
tuə
tuənietii
taə
tee
teeniih
teelee
tae
taeŋ
taeŋkluən
taeŋtae
taeŋsəckdəy
taeponnɑh
taepiihtaepieh
taem
taemdɑɑŋ
taykoŋ
taoŋ
tnaot
tbaa
tbal
tbiət
trɑkɑɑŋ
trɑɑŋ
trɑŋ
trɑŋnaa
trɑciək
trɑceak
trɑdaaŋ
trɑlɑp
trɑsɑk
trɑlɑptrɑlən
trɑlaac
traa
tram
trəy
trəydiəp
trəyrɑh
trəyʔɑndaeŋ
trəm
trəmtae
trəmtrəv
tropik
trəv
trəvkaa
trəvcət
trəvtae
trəvnɨŋ
trəvmoat
trəvʔɑmpəə
truət
traəy
traəymkʰaaŋ
triəm
tʔaək
tʰɑŋ
tʰɑŋyiem
tʰɑɑt
tʰɑɑykraoy
tʰaʔviʔkaa
tʰaa
tʰacskriin
tʰaamaʔpʊəl
tʰaah
tʰaaʔaoy
tʰəy
tʰou
tʰoupkaa
tʰoufɑl
tʰae
tʰaem
tʰaereaksaa
tʰay
tʰaok
tʰavkae
tkiem
tŋah
tŋou
tŋay
tŋaykɑmnaət
tŋaykraoy
tŋaycan
tŋaytrɑŋ
tŋaynih
tŋaypʰotkɑmnɑt
tŋaysl
tŋaysav
tŋaysʔaek
tŋayʔaatɨt
tnɑɑm
tnam
tnak
tnakriən
tnamdohtmɨɲ
tnamsɑnlɑp
tnamspɨk
tnee
tpʊək
tpoal
tmɑɑ
tməy
tmaə
tmaəcəəŋ
tlaa
tləŋ
tlaəm
tlay
tvaaybɑŋkum
tvaaybɑŋkumpreah
tɔɔ
teah
tɔɔŋ
tʊəŋciet
tʊəŋkɨc
tʊəŋvəə
tɔtɨk
tɔtuəl
tɔtuəltien
tɔtuəlyɔɔk
tɔtuəlrɔɔŋ
tɔtee
tʊən
tʊənksaoy
tumnɔɔŋ
tumnuptɨk
tumneaktumnɔɔŋ
tumnɨɲ
tumnukcət
tumnəəp
tumnee
tumneeday
tʊəntɨm
tʊənlee
tup
tuptʊəl
tumpʊək
tumpoa
tumpie
tɑmpɛɛk
tumŋʊən
tumrɔɔ
tumreet
tumleak
tumloap
tʊəl
tʊəlmuk
tumhum
tie
teak
teakcəəŋ
teaktɔɔŋ
teaktɔɔŋknie
teaŋ
teaŋnih
teaŋnuh
teaŋmuul
teaŋsroŋ
teaŋʔɑh
teaŋʔɑhknie
tieɲ
tien
toan
tiep
tiey
tie
toal
toaltae
toahtrɑŋ
tɨɲ
tittʰaʔpʰiep
tɨnneaʔney
tɨh
tɨhdav
tii
tiikɑnlaeŋ
tiikroŋ
tiitaŋ
tiituy
tiitey
tiitlie
tiinih
tiinuh
tiipsaa
tiiruəmkʰaet
tɨk
tɨkkɑɑ
tɨkkrɑlok
tɨkkrɑʔoop
tɨkkrouc
tɨkkmeh
tɨkcət
tɨkcumnʊən
tɨkcrɔlʊək
tɨkdɑk
tɨkdɑhkoo
tɨktrəy
tɨktʊənlee
tɨkprak
tɨkpliəŋ
tɨkmaasin
tɨkmuk
tɨkmuksʔoy
tɨkrɔlɔɔk
tɨklɨc
tɨksiiʔiiv
tɨksot
tɨksup
tum
tuk
tukcət
tukcaol
tukdak
tuktuk
tuyoo
tuu
tuuk
tuukkdaoŋ
tuukcaev
tuukɑɲcɑk
tuukmaasin
tuukʔom
tuuc
tuuteaŋ
tuutoat
tuutɨkkɑɑk
tuutɨv
tuureaʔtʊəh
tuureaʔsap
tuureaʔsapcaʔlat
tuureaʔsapday
tuuliey
təəp
təəptae
təəpnɨŋ
təəh
təəhtɛɛŋ
tiəŋ
tiət
tiətsaot
tien
tee
teedəŋ
teetaə
teehsaʔpʰiep
teehɑɑ
tɛɛmoumaet
tʊəh
tʊəhcie
tʊəhbəycie
tooh
tɨv
tɨvkan
tɨvdɑl
tɨvtaam
tɨvmuk
tɨvvɨɲtɨvmɔɔk
trɔɔ
trɔnoapcəəŋ
trɔnɨc
troapsɑmbat
trɔvɛɛŋ
troam
troap
truuŋ
trəəh
tvie
tʰɔɔ
tʰom
tʰeaʔniekie
tʰoammeaʔtaa
tʰeak
tʰoat
tʰiet
tʰienie
tʰienieraprɔɔŋ
tʰieraa
tʰierii
tʰii
tʰiidaa
tʰumklən
tʰuŋ
tʰuŋsɑmraam
tʰuɲ
tʰuɲtʰɑp
tʰun
tʰuup
tʰuu
tʰuulii
tʰiəpkaa
tŋʊən
tŋʊəntŋɔɔ
tnəə
tmɨŋ
tmɨɲ
tleak
tloap
tloap
tliey
tvəə
tvəəkaa
tvəədɑmnaə
tvəəmuk
tvəəlaəŋ
tvəəʔaoy
tveehprɑhaeh
nɔɔ
num
numkʰeek
numpaŋ
numbɑɲcok
ney
nɔɔnaa
nɔɔnaamneak
nɔroodɑm
nie
noam
neak
niek
niekie
noamknie
nieŋ
noamcoul
nietii
nienie
niey
nierii
nierii
nieleʔkaa
nieliʔkaaroo
noamʔaoy
nɨŋ
niʔmʊən
niʔmʊəl
niʔyum
niʔyiey
niʔyieyruəm
niʔyieyleeŋ
niʔyieyleeŋsac
niʔviesattʰaan
nihsət
niitaa
niiteʔviʔtʰii
niimuəyniimuəy
nɨk
nɨkkʰəəɲ
nɨŋ
nɨŋ
nɨŋ
nɨŋknie
nuh
nuŋ
nɨv
nuək
nuən
nɨəy
niək
nih
ney
nuh
nɨv
nɨvtae
nɨvmuk
bɑɑ
bah
pah
bɑɑk
bɑk
bɑɑkprae
bɑɑŋ
bɑŋ
pɑɑŋ
pɑŋ
bɑŋbətdɑmbav
bɑɑŋproh
bɑɑŋpʔoun
bɑɑŋpʔounciidoun
bɑŋluy
bɑɑŋsry
bɑŋkɑɑ
bɑŋkɑŋ
bɑŋkɑpney
bɑŋkanday
bɑŋkaa
bɑŋkaət
bɑŋkʰɑm
bɑŋkʊən
bɑŋkoap
bɑŋkool
bɑŋriən
bɑŋvəl
bɑŋhaaɲ
bɑŋhaaɲkluən
bɑŋhoot
bɑŋhou
bɑŋhaəy
bɑŋhɑh
bɑŋʔɑŋ
bɑŋʔɑh
bɑŋʔuəc
bɑŋʔaek
bɑŋʔaem
pahcɑm
paccopbɑn
bɑɲcɑp
bɑɲcohbɑɲcoul
bɑɲcoul
bɑɲcəɲ
bɑɲcraah
bɑɲcʰeh
bɑɲcɔɔ
bɑɲcie
bɑɲceak
bɑɲcoo
bɑɲcriət
bɑɲcʰup
bɑɲcʰɔɔcʊəŋkʊəŋ
paɲɲaa
bɑɲɲaə
paʔdeʔmaa
paʔdeʔsaet
paʔtʰɑm
bɑmnɑɑŋ
bɑmnaek
bɑndaaɲ
bɑndaaɲtumneaktumnɔɔŋsɑŋkum
bɑndaaɲsɑŋkum
bɑndaalʔaoy
bɑndom
bɑndoh
bɑndoul
bɑndaə
bɑndəɲ
bɑndaoy
bɑndaoy
bannaakie
pannaalay
bɑt
bɑtcəəŋ
bɑt
pahtʊəŋkɨc
bɑtnɔkɔɔriec
bɑn
bɑntɑɑ
bɑntɑk
bɑntəc
bɑntəckraoymɔɔk
bɑntəcbɑntuəc
bɑntop
bɑntʰɑɑy
bɑntʰaem
bɑnteah
bɑntup
bɑntupkeeŋ
bɑntuptɨk
bɑntuplɔɔ
bɑntoan
bɑntoap
bɑntoappii
bɑntoapmɔɔk
bɑntooh
bɑnlaa
bɑnlae
bɑbɑɑ
bɑmbat
bɑboumoat
bɑbuəl
bɑmbaek
bɑmpʰot
bɑmpɔɔŋ
bɑmpʊəŋ
bɑmpʊəŋkɑɑ
bɑmpʊəŋbəɨt
bɑmpiencbap
pahpoal
bɑmpɨɲ
bɑmplɨɨ
bɑmraam
bɑmraə
bɑɑrəteeh
bɑɑreʔpʰook
paʔreʔmaan
paʔreʔyaakaah
bɑɑreʔveen
bɑɑreʔstʰaan
bɑh
paa
bak
pak
bakteerii
pakpaək
baŋ
baaŋkɑɑk
baŋveaŋnɔɔn
baac
bac
baɲ
baat
bat
paat
baatday
baattʊənlee
batbɑŋ
batbɑŋciivɨt
baatsaʔmot
batsreek
baat
baat
baan
pantae
baanneytʰaa
pansmaan
baap
baay
baaybaay
baaydɑmnaəp
baaydɑmnaəpsɑŋkyaa
baaybaay
baareaʔməy
baarɑm
baaraŋ
bal
baltoat
baav
paav
baasɑk
pahspoa
pəkkʊək
bic
bən
bənbaat
bət
bətbaŋ
pən
pepsii
bəy
bəy
biiceeŋ
biidoŋ
biiyɛɛ
bəysaac
bəŋ
bəɨt
bok
pok
bokkʊəl
bokkeaʔlɨk
ponnaa
ponnəŋ
ponnɑh
bon
bontien
pon
ponnaa
pontae
ponmaan
boppʰaa
boppeaʔkaarəy
boʔrɑh
boʔraan
bouk
boucie
buutoŋ
bouns
boum
bouraa
poulih
buəŋ
buəŋsuəŋ
buən
baə
baək
baəkcɑmhɑɑ
baəkbɑɑ
baəsəncie
biətbiən
biəm
bi
beh
peeŋpɑh
behdouŋ
beetoŋ
behbət
baek
paek
baekkum
baekɲəəh
baekʔeek
baeŋcaek
baensrv
baep
bae
baytɑɑŋ
bɑh
baok
bɑhcaol
bɑhcumhien
paot
bɑhpum
paom
baoh
pdəŋ
pdou
pdəy
prɑkɑɑp
prɑkɑɑpmukrɔbɑɑ
prɑkɑɑprɔbɑɑ
prɑkac
prɑkan
prɑkuət
prɑkʊəl
prɑkeen
prɑcam
prɑcamtŋay
prɑciecʊən
prɑcieprəy
prɑcieprəypʰiep
prɑcum
prɑcumcɔɔn
prɑcɛɛŋ
prɑcriet
prɑɲap
prɑɲapprɑɲal
prɑdap
prɑdouc
prɑnaŋ
prɑteʔkam
prɑteʔtɨn
prɑtʰoy
prɑteeh
prɑtʰien
prɑtʰienbɑt
prɑpʰeh
prɑpʊən
prɑpoan
prɑpeynii
prɑprɨt
prɑpʰup
prɑpʰeet
prɑmaan
prɑmoul
prɑyat
prɑyatprɑyaeŋ
prɑyaoc
prɑlay
prɑlaeŋ
prɑvaeŋ
prɑsɑk
prɑsətpʰiep
prɑsən
prɑsənbaə
prɑhakprɑhael
prɑhok
prɑhaə
prɑhael
prɑhaeh
prɑhaoŋ
prɑlɑɑŋ
prɑlak
prɑleh
prɑlɑh
prɑʔɑp
prɑʔɑpsnao
pram
prak
prakkʰae
prakɑt
praakɑɑtcie
prakriey
prakʔap
praŋ
pratnaa
prap
prambəy
prambuən
prampɨl
prammuəy
praarup
prah
prəŋ
prəŋpraeŋ
proŋ
proŋprɑyat
proh
prouteeʔiin
broumousn
praə
praəprah
praəʔaoy
priəp
preh
preeŋ
preeŋkoulaa
breen
prae
praepruəl
pray
praysaʔnii
plaastɨk
plaek
pʔoun
pʔounsry
pʰɑɑŋ
pʰɑɑŋdae
pʰɑɑt
pʰɑl
pʰɑl
pʰɑldɑmnam
pʰaak
pʰaanɨt
pʰaamuəŋ
pʰaarii
pʰənnɑltʰii
pʰək
pʰoŋ
pʰot
pʰoy
pʰae
pʰaendəy
pʰaentii
pkaa
pkaacʰuuk
pkap
pkʊətpkʊəŋ
pkum
pŋaa
pɲaə
pdɑl
pdac
pdaasaay
pdom
pdaəm
pdeek
pdeehpdaah
ptəl
pteah
pteahbaay
pteahlvɛɛŋ
pteaŋ
ptoap
ptoal
ptoalkluən
ptuy
ptuytɨvvɨɲ
ptuypii
ptee
ptey
pteymuk
pteysaʔmot
pnaek
plaak
plaaktɑmlay
plah
pləttɨk
plom
pləv
pləvkaa
pləvkook
pləvciet
pləvdaek
pləvtnɑl
pləvtoal
pləvtɨk
pləvpʰeet
pləvlum
pləvʔaakaah
plae
plaecʰəə
psɑm
psɑɑŋ
psɑmtnam
psaay
psaa
psaatumnəəp
psaarietrəy
pseeŋ
pseeŋtiət
psaeŋ
pʔaptuk
pʔiəŋ
pʔaek
pʔaem
pɔɔ
pɔɔŋ
pɔɔŋkrɑpəə
pɔɔŋmoan
pʊəɲɲeak
poa
pʊətkluən
poadɑɑmien
poat
pumnuuk
pʊən
pʊəntʰeaʔniekie
pʊəntʰeaʔniekie
pʊənyʊəl
pʊənlɨc
pʊənlɨɨ
pɔpɔɔk
pɔpuh
pɔɔ
pʊəlleaʔkam
peak
peakkɑndaal
peakcʰiəŋ
peakpoan
piek
piekpɨc
piekmuʔsaa
pieksɑmdəy
pieksom
pieksoudouc
piekslaok
pieŋ
poan
piehvielpiehkaal
pɨcnɨc
pɨt
pɨtcie
pɨtpraakɑɑt
pɨtmɛɛn
pidaan
piʔtʰii
piʔtʰiikɑɑ
piʔtʰiibon
piʔney
piʔnɨt
piʔnɨtməəl
pɨntuʔ
piʔbaak
piʔbaakcət
piʔpʰieksaa
piʔsət
piʔsəy
piʔseh
pii
piikraom
piikraoy
piiŋpieŋ
piidaəm
piiprʊəh
piimun
piindɑp
piirʊəh
pɨŋ
pɨŋpʔaek
pɨŋpeak
pum
puh
puk
pukmoat
pumkʰaan
pumtoan
pul
pulbaay
pulrɔlɔɔk
pumsəv
puu
puuk
puukae
puuc
puut
puutʰav
puun
puunpnum
puək
puəkkɲom
puəkkoat
puəkkee
puəkmaak
peek
pɨc
pɨɲ
pɨɲcət
